Time Series matched accelerogram: RSN5470_IWATE_AKT015EW.AT2
 
Time Step: 0.01 s
 
     Time(sec)	        Acc(g)	                              
       0.00000	       0.00000	                              
       0.01000	      -0.00002	                              
       0.02000	      -0.00002	                              
       0.03000	      -0.00002	                              
       0.04000	      -0.00002	                              
       0.05000	      -0.00002	                              
       0.06000	      -0.00002	                              
       0.07000	      -0.00002	                              
       0.08000	      -0.00002	                              
       0.09000	      -0.00002	                              
       0.10000	      -0.00002	                              
       0.11000	      -0.00002	                              
       0.12000	      -0.00002	                              
       0.13000	      -0.00002	                              
       0.14000	      -0.00002	                              
       0.15000	      -0.00002	                              
       0.16000	      -0.00002	                              
       0.17000	      -0.00002	                              
       0.18000	      -0.00002	                              
       0.19000	      -0.00002	                              
       0.20000	      -0.00002	                              
       0.21000	      -0.00002	                              
       0.22000	      -0.00002	                              
       0.23000	      -0.00002	                              
       0.24000	      -0.00002	                              
       0.25000	      -0.00002	                              
       0.26000	      -0.00002	                              
       0.27000	      -0.00002	                              
       0.28000	      -0.00002	                              
       0.29000	      -0.00002	                              
       0.30000	      -0.00002	                              
       0.31000	      -0.00002	                              
       0.32000	      -0.00002	                              
       0.33000	      -0.00002	                              
       0.34000	      -0.00002	                              
       0.35000	      -0.00002	                              
       0.36000	      -0.00002	                              
       0.37000	      -0.00002	                              
       0.38000	      -0.00002	                              
       0.39000	      -0.00002	                              
       0.40000	      -0.00002	                              
       0.41000	      -0.00002	                              
       0.42000	      -0.00002	                              
       0.43000	      -0.00002	                              
       0.44000	      -0.00002	                              
       0.45000	      -0.00002	                              
       0.46000	      -0.00002	                              
       0.47000	      -0.00002	                              
       0.48000	      -0.00002	                              
       0.49000	      -0.00002	                              
       0.50000	      -0.00002	                              
       0.51000	      -0.00002	                              
       0.52000	      -0.00002	                              
       0.53000	      -0.00002	                              
       0.54000	      -0.00002	                              
       0.55000	      -0.00002	                              
       0.56000	      -0.00002	                              
       0.57000	      -0.00002	                              
       0.58000	      -0.00002	                              
       0.59000	      -0.00002	                              
       0.60000	      -0.00002	                              
       0.61000	      -0.00002	                              
       0.62000	      -0.00002	                              
       0.63000	      -0.00002	                              
       0.64000	      -0.00002	                              
       0.65000	      -0.00002	                              
       0.66000	      -0.00002	                              
       0.67000	      -0.00002	                              
       0.68000	      -0.00002	                              
       0.69000	      -0.00002	                              
       0.70000	      -0.00002	                              
       0.71000	      -0.00002	                              
       0.72000	      -0.00002	                              
       0.73000	      -0.00002	                              
       0.74000	      -0.00002	                              
       0.75000	      -0.00002	                              
       0.76000	      -0.00002	                              
       0.77000	      -0.00002	                              
       0.78000	      -0.00002	                              
       0.79000	      -0.00003	                              
       0.80000	      -0.00002	                              
       0.81000	      -0.00001	                              
       0.82000	      -0.00001	                              
       0.83000	      -0.00002	                              
       0.84000	      -0.00002	                              
       0.85000	      -0.00002	                              
       0.86000	      -0.00002	                              
       0.87000	      -0.00002	                              
       0.88000	      -0.00002	                              
       0.89000	      -0.00002	                              
       0.90000	      -0.00002	                              
       0.91000	      -0.00001	                              
       0.92000	      -0.00002	                              
       0.93000	      -0.00002	                              
       0.94000	      -0.00001	                              
       0.95000	      -0.00001	                              
       0.96000	      -0.00001	                              
       0.97000	      -0.00001	                              
       0.98000	      -0.00001	                              
       0.99000	      -0.00003	                              
       1.00000	      -0.00003	                              
       1.01000	      -0.00002	                              
       1.02000	      -0.00002	                              
       1.03000	      -0.00002	                              
       1.04000	      -0.00002	                              
       1.05000	      -0.00001	                              
       1.06000	      -0.00002	                              
       1.07000	      -0.00002	                              
       1.08000	      -0.00002	                              
       1.09000	      -0.00002	                              
       1.10000	      -0.00002	                              
       1.11000	      -0.00002	                              
       1.12000	      -0.00002	                              
       1.13000	      -0.00002	                              
       1.14000	      -0.00001	                              
       1.15000	      -0.00002	                              
       1.16000	      -0.00002	                              
       1.17000	      -0.00002	                              
       1.18000	      -0.00001	                              
       1.19000	      -0.00002	                              
       1.20000	      -0.00002	                              
       1.21000	      -0.00003	                              
       1.22000	      -0.00002	                              
       1.23000	      -0.00001	                              
       1.24000	      -0.00001	                              
       1.25000	      -0.00003	                              
       1.26000	      -0.00003	                              
       1.27000	      -0.00002	                              
       1.28000	      -0.00001	                              
       1.29000	      -0.00001	                              
       1.30000	      -0.00002	                              
       1.31000	      -0.00002	                              
       1.32000	      -0.00001	                              
       1.33000	       0.00000	                              
       1.34000	       0.00001	                              
