Time Series matched accelerogram: RSN4199_NIIGATA_NIG009NS.AT2
 
Time Step: 0.01 s
 
     Time(sec)	        Acc(g)	                              
       0.00000	       0.00000	                              
       0.01000	       0.00006	                              
       0.02000	       0.00006	                              
       0.03000	       0.00006	                              
       0.04000	       0.00006	                              
       0.05000	       0.00006	                              
       0.06000	       0.00006	                              
       0.07000	       0.00006	                              
       0.08000	       0.00006	                              
       0.09000	       0.00006	                              
       0.10000	       0.00006	                              
       0.11000	       0.00006	                              
       0.12000	       0.00006	                              
       0.13000	       0.00006	                              
       0.14000	       0.00006	                              
       0.15000	       0.00006	                              
       0.16000	       0.00006	                              
       0.17000	       0.00006	                              
       0.18000	       0.00006	                              
       0.19000	       0.00006	                              
       0.20000	       0.00006	                              
       0.21000	       0.00006	                              
       0.22000	       0.00006	                              
       0.23000	       0.00006	                              
       0.24000	       0.00006	                              
       0.25000	       0.00006	                              
       0.26000	       0.00006	                              
       0.27000	       0.00006	                              
       0.28000	       0.00006	                              
       0.29000	       0.00006	                              
       0.30000	       0.00006	                              
       0.31000	       0.00006	                              
       0.32000	       0.00006	                              
       0.33000	       0.00006	                              
       0.34000	       0.00006	                              
       0.35000	       0.00006	                              
       0.36000	       0.00006	                              
       0.37000	       0.00006	                              
       0.38000	       0.00006	                              
       0.39000	       0.00006	                              
       0.40000	       0.00006	                              
       0.41000	       0.00007	                              
       0.42000	       0.00007	                              
       0.43000	       0.00007	                              
       0.44000	       0.00006	                              
       0.45000	       0.00006	                              
       0.46000	       0.00006	                              
       0.47000	       0.00006	                              
       0.48000	       0.00006	                              
       0.49000	       0.00006	                              
       0.50000	       0.00006	                              
       0.51000	       0.00006	                              
       0.52000	       0.00007	                              
       0.53000	       0.00007	                              
       0.54000	       0.00006	                              
       0.55000	       0.00007	                              
       0.56000	       0.00006	                              
       0.57000	       0.00006	                              
       0.58000	       0.00006	                              
       0.59000	       0.00007	                              
       0.60000	       0.00007	                              
       0.61000	       0.00006	                              
       0.62000	       0.00007	                              
       0.63000	       0.00007	                              
       0.64000	       0.00007	                              
       0.65000	       0.00006	                              
       0.66000	       0.00006	                              
       0.67000	       0.00006	                              
       0.68000	       0.00006	                              
       0.69000	       0.00006	                              
       0.70000	       0.00006	                              
       0.71000	       0.00007	                              
       0.72000	       0.00007	                              
       0.73000	       0.00006	                              
       0.74000	       0.00006	                              
       0.75000	       0.00007	                              
       0.76000	       0.00007	                              
       0.77000	       0.00007	                              
       0.78000	       0.00007	                              
       0.79000	       0.00007	                              
       0.80000	       0.00007	                              
       0.81000	       0.00006	                              
       0.82000	       0.00006	                              
       0.83000	       0.00006	                              
       0.84000	       0.00007	                              
       0.85000	       0.00006	                              
       0.86000	       0.00006	                              
       0.87000	       0.00006	                              
       0.88000	       0.00006	                              
       0.89000	       0.00006	                              
       0.90000	       0.00006	                              
       0.91000	       0.00007	                              
       0.92000	       0.00007	                              
       0.93000	       0.00007	                              
       0.94000	       0.00007	                              
       0.95000	       0.00007	                              
       0.96000	       0.00007	                              
       0.97000	       0.00006	                              
       0.98000	       0.00007	                              
       0.99000	       0.00007	                              
       1.00000	       0.00006	                              
       1.01000	       0.00005	                              
       1.02000	       0.00004	                              
       1.03000	       0.00005	                              
       1.04000	       0.00006	                              
       1.05000	       0.00007	                              
       1.06000	       0.00007	                              
       1.07000	       0.00008	                              
       1.08000	       0.00008	                              
       1.09000	       0.00008	                              
       1.10000	       0.00008	                              
       1.11000	       0.00007	                              
       1.12000	       0.00007	                              
       1.13000	       0.00008	                              
       1.14000	       0.00008	                              
       1.15000	       0.00007	                              
       1.16000	       0.00008	                              
       1.17000	       0.00009	                              
       1.18000	       0.00008	                              
       1.19000	       0.00007	                              
       1.20000	       0.00007	                              
       1.21000	       0.00008	                              
       1.22000	       0.00008	                              
       1.23000	       0.00009	                              
       1.24000	       0.00009	                              
       1.25000	       0.00008	                              
       1.26000	       0.00007	                              
       1.27000	       0.00006	                              
       1.28000	       0.00005	                              
       1.29000	       0.00006	                              
       1.30000	       0.00009	                              
       1.31000	       0.00011	                              
       1.32000	       0.00011	                              
       1.33000	       0.00009	                              
       1.34000	       0.00007	                              
       1.35000	       0.00006	                              
       1.36000	       0.00006	                              
       1.37000	       0.00006	                              
       1.38000	       0.00007	                              
       1.39000	       0.00008	                              
